Date Time|Severity|DictionaryName:EventId|Originator|OrderId|Description
2022-10-10 11:21:28.721569|INFO |basesodata:4|PCONTRACT:ChangeRatePlan|1808027629|ProductOrderData CREATED
2022-10-10 11:21:28.755881|INFO |basesodata:4|BSCS:Enrich|1808027630|ProductOrderData CREATED
2022-10-10 11:21:28.757141|INFO |basesodata:4|USSD:SET|1808027630|ProductOrderData CREATED
2022-10-10 11:21:28.772397|INFO |basesodata:4|prod.100:iteration|1808027629|ProductOrderData CREATED
2022-10-10 11:21:28.773222|INFO |kop:14|210|1808027629::7|added
2022-10-10 11:21:28.775002|INFO |basesodata:7|1_BSCSWS:retrieveCustomerPGW:_./conf/POF_RETRIEVE_CUSTOMER_PGW.xml_POF_RETRIEVE_CUSTOMER_PGW_RETRIEVE_CUSTOMER_PGW_0|1808027629|WorkOrderData CREATED
2022-10-10 11:21:28.776056|INFO |basesodata:7|2_BSCSWS:retrieveCustomer:_./conf/POF_RETRIEVE_CUSTOMER_PGW.xml_POF_RETRIEVE_CUSTOMER_PGW_RETRIEVE_CUSTOMER_PGW_1|1808027629|WorkOrderData CREATED
2022-10-10 11:21:28.777173|INFO |basesodata:4|prod.101:iteration|1808027629|ProductOrderData CREATED
2022-10-10 11:21:28.777674|INFO |kop:14|210|1808027629::8|added
2022-10-10 11:21:28.778748|INFO |basesodata:7|1_BSCSWS:rpChange:_./conf/POF_KPSA_RP_CHANGE.xml_POF_KPSA_RP_CHANGE_KPSA_RP_CHANGE_0|1808027629|WorkOrderData CREATED
2022-10-10 11:21:28.782715|WARN |prov:22|routerModule|1808027629|Service module <routerModule> executing service <MobinilRouter> from factory <routing>
2022-10-10 11:21:28.786095|INFO |routing:0||1808027629::7::1|WorkOrderData ROUTED to [BSCSWS_02]
2022-10-10 11:21:28.787487|INFO |routing:0||1808027629::7::2|WorkOrderData ROUTED to [BSCSWS_03]
2022-10-10 11:21:28.788490|INFO |routing:0||1808027629::8::1|WorkOrderData ROUTED to [BSCSWS_01]
2022-10-10 11:21:28.789084|WARN |prov:23|routerModule|1808027629|Service module <routerModule> finished service execution.
2022-10-10 11:21:28.792384|INFO |pop:0|GSM:ChangeRatePlan|1808027629|ProductOrderProcessor ENTERED :  RETRY NUMBER : 1
2022-10-10 11:21:28.794397|INFO |pop:2|prod.100:iteration|1808027629::7|Product Order Execution STARTED :  RETRY NUMBER : 1
2022-10-10 11:21:28.810214|INFO |wop:7|BSCSWS:retrieveCustomerPGW:_./conf/POF_RETRIEVE_CUSTOMER_PGW.xml_POF_RETRIEVE_CUSTOMER_PGW_RETRIEVE_CUSTOMER_PGW_0|1808027629::7::1|Cartridge Session REQUESTED : RETRY NUMBER : 1 : INSTANCE NAME : BSCSWS_02
2022-10-10 11:21:28.812090|INFO |wop:8|BSCSWS:retrieveCustomerPGW:_./conf/POF_RETRIEVE_CUSTOMER_PGW.xml_POF_RETRIEVE_CUSTOMER_PGW_RETRIEVE_CUSTOMER_PGW_0|1808027629::7::1|Cartridge Session RECEIVED : RETRY NUMBER : 1 : INSTANCE NAME : BSCSWS_02
2022-10-10 11:21:28.812837|INFO |wop:0|BSCSWS:retrieveCustomerPGW:_./conf/POF_RETRIEVE_CUSTOMER_PGW.xml_POF_RETRIEVE_CUSTOMER_PGW_RETRIEVE_CUSTOMER_PGW_0|1808027629::7::1|Cartridge WO Execution STARTED : RETRY NUMBER : 1 : INSTANCE NAME : BSCSWS_02 action (execute).
2022-10-10 11:21:28.817796|INFO |basesodata:4|PCONTRACT:ChangeRatePlan|1808027630|ProductOrderData CREATED
2022-10-10 11:21:28.874561|INFO |wop:2|BSCSWS:retrieveCustomerPGW:_./conf/POF_RETRIEVE_CUSTOMER_PGW.xml_POF_RETRIEVE_CUSTOMER_PGW_RETRIEVE_CUSTOMER_PGW_0|1808027629::7::1|Cartridge WO Execution ENDED : RETRY NUMBER : 1 : INSTANCE NAME : BSCSWS_02 : STATUS : OK : PROCESSING TIME : 61872 microseconds
2022-10-10 11:21:28.879583|INFO |basesodata:4|prod.100:iteration|1808027630|ProductOrderData CREATED
2022-10-10 11:21:28.880213|INFO |kop:14|210|1808027630::7|added
2022-10-10 11:21:28.881489|INFO |basesodata:7|1_BSCSWS:retrieveCustomerPGW:_./conf/POF_RETRIEVE_CUSTOMER_PGW.xml_POF_RETRIEVE_CUSTOMER_PGW_RETRIEVE_CUSTOMER_PGW_0|1808027630|WorkOrderData CREATED
2022-10-10 11:21:28.883011|INFO |basesodata:7|2_BSCSWS:retrieveCustomer:_./conf/POF_RETRIEVE_CUSTOMER_PGW.xml_POF_RETRIEVE_CUSTOMER_PGW_RETRIEVE_CUSTOMER_PGW_1|1808027630|WorkOrderData CREATED
2022-10-10 11:21:28.884312|INFO |basesodata:4|prod.101:iteration|1808027630|ProductOrderData CREATED
2022-10-10 11:21:28.884893|INFO |kop:14|210|1808027630::8|added
2022-10-10 11:21:28.886159|INFO |basesodata:7|1_BSCSWS:rpChange:_./conf/POF_KPSA_RP_CHANGE.xml_POF_KPSA_RP_CHANGE_KPSA_RP_CHANGE_0|1808027630|WorkOrderData CREATED
2022-10-10 11:21:28.888227|WARN |prov:22|routerModule|1808027630|Service module <routerModule> executing service <MobinilRouter> from factory <routing>
2022-10-10 11:21:28.889681|INFO |routing:0||1808027630::7::1|WorkOrderData ROUTED to [BSCSWS_02]
2022-10-10 11:21:28.890916|INFO |routing:0||1808027630::7::2|WorkOrderData ROUTED to [BSCSWS_03]
2022-10-10 11:21:28.891849|INFO |routing:0||1808027630::8::1|WorkOrderData ROUTED to [BSCSWS_01]
2022-10-10 11:21:28.892421|WARN |prov:23|routerModule|1808027630|Service module <routerModule> finished service execution.
2022-10-10 11:21:28.892815|INFO |pop:3|prod.100:iteration|1808027629::7|Product Order Execution ENDED :  RETRY NUMBER : 1 : STATUS : OK
2022-10-10 11:21:28.893468|INFO |pop:0|GSM:ChangeRatePlan|1808027630|ProductOrderProcessor ENTERED :  RETRY NUMBER : 1
2022-10-10 11:21:28.893544|INFO |pop:2|prod.101:iteration|1808027629::8|Product Order Execution STARTED :  RETRY NUMBER : 1
2022-10-10 11:21:28.893900|INFO |pop:2|prod.100:iteration|1808027630::7|Product Order Execution STARTED :  RETRY NUMBER : 1
2022-10-10 11:21:28.896517|INFO |wop:7|BSCSWS:rpChange:_./conf/POF_KPSA_RP_CHANGE.xml_POF_KPSA_RP_CHANGE_KPSA_RP_CHANGE_0|1808027629::8::1|Cartridge Session REQUESTED : RETRY NUMBER : 1 : INSTANCE NAME : BSCSWS_01
2022-10-10 11:21:28.897651|INFO |wop:7|BSCSWS:retrieveCustomerPGW:_./conf/POF_RETRIEVE_CUSTOMER_PGW.xml_POF_RETRIEVE_CUSTOMER_PGW_RETRIEVE_CUSTOMER_PGW_0|1808027630::7::1|Cartridge Session REQUESTED : RETRY NUMBER : 1 : INSTANCE NAME : BSCSWS_02
2022-10-10 11:21:28.897742|INFO |wop:8|BSCSWS:rpChange:_./conf/POF_KPSA_RP_CHANGE.xml_POF_KPSA_RP_CHANGE_KPSA_RP_CHANGE_0|1808027629::8::1|Cartridge Session RECEIVED : RETRY NUMBER : 1 : INSTANCE NAME : BSCSWS_01
2022-10-10 11:21:28.898210|INFO |wop:0|BSCSWS:rpChange:_./conf/POF_KPSA_RP_CHANGE.xml_POF_KPSA_RP_CHANGE_KPSA_RP_CHANGE_0|1808027629::8::1|Cartridge WO Execution STARTED : RETRY NUMBER : 1 : INSTANCE NAME : BSCSWS_01 action (execute).
2022-10-10 11:21:28.898552|INFO |wop:8|BSCSWS:retrieveCustomerPGW:_./conf/POF_RETRIEVE_CUSTOMER_PGW.xml_POF_RETRIEVE_CUSTOMER_PGW_RETRIEVE_CUSTOMER_PGW_0|1808027630::7::1|Cartridge Session RECEIVED : RETRY NUMBER : 1 : INSTANCE NAME : BSCSWS_02
2022-10-10 11:21:28.899067|INFO |wop:0|BSCSWS:retrieveCustomerPGW:_./conf/POF_RETRIEVE_CUSTOMER_PGW.xml_POF_RETRIEVE_CUSTOMER_PGW_RETRIEVE_CUSTOMER_PGW_0|1808027630::7::1|Cartridge WO Execution STARTED : RETRY NUMBER : 1 : INSTANCE NAME : BSCSWS_02 action (execute).
2022-10-10 11:21:28.936306|ERROR|wop:11|BSCSWS:rpChange:_./conf/POF_KPSA_RP_CHANGE.xml_POF_KPSA_RP_CHANGE_KPSA_RP_CHANGE_0|1808027629::8::1|Cartridge returned FunctionalError
2022-10-10 11:21:28.936975|INFO |wop:2|BSCSWS:rpChange:_./conf/POF_KPSA_RP_CHANGE.xml_POF_KPSA_RP_CHANGE_KPSA_RP_CHANGE_0|1808027629::8::1|Cartridge WO Execution ENDED : RETRY NUMBER : 1 : INSTANCE NAME : BSCSWS_01 : STATUS : FUNCTIONAL ERROR : PROCESSING TIME : 38804 microseconds
2022-10-10 11:21:28.939755|INFO |wop:2|BSCSWS:retrieveCustomerPGW:_./conf/POF_RETRIEVE_CUSTOMER_PGW.xml_POF_RETRIEVE_CUSTOMER_PGW_RETRIEVE_CUSTOMER_PGW_0|1808027630::7::1|Cartridge WO Execution ENDED : RETRY NUMBER : 1 : INSTANCE NAME : BSCSWS_02 : STATUS : OK : PROCESSING TIME : 40735 microseconds
2022-10-10 11:21:28.941106|INFO |pop:3|prod.101:iteration|1808027629::8|Product Order Execution ENDED :  RETRY NUMBER : 1 : STATUS : FAILED
2022-10-10 11:21:28.941822|ERROR|basesodata:20|GSM:ChangeRatePlan|1808027629|Processing failed ... aborting, previous slice returned Failed
2022-10-10 11:21:28.943207|INFO |pop:1|GSM:ChangeRatePlan|1808027629|ProductOrderProcessor LEFT :  RETRY NUMBER : 1 : STATUS : FAILED
2022-10-10 11:21:28.947332|INFO |pop:3|prod.100:iteration|1808027630::7|Product Order Execution ENDED :  RETRY NUMBER : 1 : STATUS : OK
2022-10-10 11:21:28.947866|INFO |pop:2|prod.101:iteration|1808027630::8|Product Order Execution STARTED :  RETRY NUMBER : 1
2022-10-10 11:21:28.948786|WARN |prov:22|routerModule|1808027629|Service module <routerModule> executing service <MobinilRouter> from factory <routing>
2022-10-10 11:21:28.949726|INFO |wop:7|BSCSWS:rpChange:_./conf/POF_KPSA_RP_CHANGE.xml_POF_KPSA_RP_CHANGE_KPSA_RP_CHANGE_0|1808027630::8::1|Cartridge Session REQUESTED : RETRY NUMBER : 1 : INSTANCE NAME : BSCSWS_01
2022-10-10 11:21:28.950485|INFO |wop:8|BSCSWS:rpChange:_./conf/POF_KPSA_RP_CHANGE.xml_POF_KPSA_RP_CHANGE_KPSA_RP_CHANGE_0|1808027630::8::1|Cartridge Session RECEIVED : RETRY NUMBER : 1 : INSTANCE NAME : BSCSWS_01
2022-10-10 11:21:28.950937|INFO |wop:0|BSCSWS:rpChange:_./conf/POF_KPSA_RP_CHANGE.xml_POF_KPSA_RP_CHANGE_KPSA_RP_CHANGE_0|1808027630::8::1|Cartridge WO Execution STARTED : RETRY NUMBER : 1 : INSTANCE NAME : BSCSWS_01 action (execute).
2022-10-10 11:21:28.951933|INFO |eventlogservice:5|routing|1808027629||I|No ProductOrderFlow for Rollback
2022-10-10 11:21:28.952642|WARN |prov:23|routerModule|1808027629|Service module <routerModule> finished service execution.
2022-10-10 11:21:28.953552|INFO |pop:0|GSM:ChangeRatePlan|1808027629|ProductOrderProcessor ENTERED : ROLLBACK RETRY NUMBER : 1
2022-10-10 11:21:28.954180|INFO |pop:1|GSM:ChangeRatePlan|1808027629|ProductOrderProcessor LEFT : ROLLBACK RETRY NUMBER : 1 : STATUS : OK
2022-10-10 11:21:29.  3784|INFO |wop:2|BSCSWS:rpChange:_./conf/POF_KPSA_RP_CHANGE.xml_POF_KPSA_RP_CHANGE_KPSA_RP_CHANGE_0|1808027630::8::1|Cartridge WO Execution ENDED : RETRY NUMBER : 1 : INSTANCE NAME : BSCSWS_01 : STATUS : OK : PROCESSING TIME : 52847 microseconds
2022-10-10 11:21:29. 17104|INFO |eventlogservice:5|BscsComposer|00001808027629|UNB+UNOB:3+KPSAREP+BSCS-GMD+221010:1117+00001808027629'
UNH+00001808027629+MDRES:CBO:3.0'
XCR+ERROR+20+Y+20221010112128'
XOR+MED_DEV+KABIRA'
XPM+INFO+MED_DEV+ERROR++ERROR_LINE+++++++++FAILURE+DataMapper BSCSWS Error : MISSING_MANDATORY_PARAM'
XPM+INFO+MED_DEV+ERROR_STRUCT++SYSTEM+++++++++FAILURE+'
UNT+000006+00001808027629'
UNZ+1+00001808027629'

2022-10-10 11:21:29. 22087|WARN |provca:0|PNodeResponder1|1808027629|Client adapter NOT READY to work : administrativeState=<1> operationalState=<1>
2022-10-10 11:21:29. 23449|DEBUG|prov:33|Retry1|1808027629|Service Order 1808027629 stored.
2022-10-10 11:21:29. 28623|INFO |prov:2|Retry1|1808027629|OrderQueue ENTERED in heap Retry1.
2022-10-10 11:21:29. 28742|INFO |pop:3|prod.101:iteration|1808027630::8|Product Order Execution ENDED :  RETRY NUMBER : 1 : STATUS : OK
2022-10-10 11:21:29. 29448|INFO |pop:1|GSM:ChangeRatePlan|1808027630|ProductOrderProcessor LEFT :  RETRY NUMBER : 1 : STATUS : OK
2022-10-10 11:21:29. 77085|INFO |reiterator:0|reiterationDecision|1808027630|iteration 1 is required
2022-10-10 11:21:29. 86929|INFO |kop:14|210|1808027630::1|added
2022-10-10 11:21:29. 90856|INFO |kop:14|210|1808027630::2|added
2022-10-10 11:21:29. 94386|INFO |kop:14|210|1808027630::3|added
2022-10-10 11:21:29. 97367|INFO |kop:14|210|1808027630::4|added
2022-10-10 11:21:29.102203|INFO |kop:14|210|1808027630::5|added
2022-10-10 11:21:29.108855|INFO |kop:14|210|1808027630::5|added
2022-10-10 11:21:29.126013|INFO |kop:14|210|1808027630::2|added
2022-10-10 11:21:29.128363|INFO |basesodata:4|BCS_DTCLS:Test_SET|1808027630|ProductOrderData CREATED
2022-10-10 11:21:29.130616|INFO |kop:14|210|1808027630::9|added
2022-10-10 11:21:29.133632|INFO |basesodata:4|BCS_DTCLS:Test_SETPost|1808027630|ProductOrderData CREATED
2022-10-10 11:21:29.135184|INFO |kop:14|210|1808027630::10|added
2022-10-10 11:21:29.137428|INFO |basesodata:4|BCS_DTCLS:SET|1808027630|ProductOrderData CREATED
2022-10-10 11:21:29.138637|INFO |kop:14|210|1808027630::11|added
2022-10-10 11:21:29.141132|INFO |basesodata:4|OPENET_SUBSCRIBER:UPDATE|1808027630|ProductOrderData CREATED
2022-10-10 11:21:29.143960|INFO |kop:14|210|1808027630::12|added
2022-10-10 11:21:29.146265|INFO |basesodata:4|BCS_SUB_ALARM:ADD|1808027630|ProductOrderData CREATED
2022-10-10 11:21:29.147881|INFO |kop:14|210|1808027630::13|added
2022-10-10 11:21:29.150154|INFO |basesodata:4|BCS_ALARM_ON_Rollback:SET|1808027630|ProductOrderData CREATED
2022-10-10 11:21:29.151110|INFO |kop:14|210|1808027630::14|added
2022-10-10 11:21:29.153803|INFO |basesodata:4|BCS_SUB_SMS:ADD|1808027630|ProductOrderData CREATED
2022-10-10 11:21:29.154785|INFO |kop:14|210|1808027630::15|added
2022-10-10 11:21:29.157034|INFO |basesodata:4|BCS_SUB_MONITORSTATE:DELETE|1808027630|ProductOrderData CREATED
2022-10-10 11:21:29.158041|INFO |kop:14|210|1808027630::16|added
2022-10-10 11:21:29.162515|INFO |basesodata:4|INAIR:ADD_PAM|1808027630|ProductOrderData CREATED
2022-10-10 11:21:29.164253|INFO |kop:14|210|1808027630::17|added
2022-10-10 11:21:29.167977|INFO |basesodata:4|INAIR_CR222:ADD_PAM|1808027630|ProductOrderData CREATED
2022-10-10 11:21:29.169497|INFO |kop:14|210|1808027630::18|added
2022-10-10 11:21:29.172825|INFO |basesodata:4|INAIR_1:RUN_PAM|1808027630|ProductOrderData CREATED
2022-10-10 11:21:29.174301|INFO |kop:14|210|1808027630::19|added
2022-10-10 11:21:29.176795|INFO |basesodata:4|INAIR_16:RUN_PAM|1808027630|ProductOrderData CREATED
2022-10-10 11:21:29.178626|INFO |kop:14|210|1808027630::20|added
2022-10-10 11:21:29.188209|INFO |kop:13|221|1808027630::1|enabled
2022-10-10 11:21:29.189521|INFO |kop:13|221|1808027630::2|enabled
2022-10-10 11:21:29.190329|INFO |kop:13|221|1808027630::3|enabled
2022-10-10 11:21:29.190695|INFO |kop:13|221|1808027630::4|enabled
2022-10-10 11:21:29.191559|INFO |kop:13|221|1808027630::5|enabled
2022-10-10 11:21:29.192102|INFO |kop:13|221|1808027630::9|enabled
2022-10-10 11:21:29.192624|INFO |kop:13|221|1808027630::10|enabled
2022-10-10 11:21:29.193252|INFO |kop:13|221|1808027630::11|enabled
2022-10-10 11:21:29.194201|INFO |kop:13|221|1808027630::12|enabled
2022-10-10 11:21:29.194789|INFO |kop:13|221|1808027630::13|enabled
2022-10-10 11:21:29.195186|INFO |kop:13|221|1808027630::14|enabled
2022-10-10 11:21:29.195863|INFO |kop:13|221|1808027630::15|enabled
2022-10-10 11:21:29.196629|INFO |kop:13|221|1808027630::16|enabled
2022-10-10 11:21:29.197343|INFO |kop:13|221|1808027630::17|enabled
2022-10-10 11:21:29.197896|INFO |kop:13|221|1808027630::18|enabled
2022-10-10 11:21:29.198427|INFO |kop:13|221|1808027630::19|enabled
2022-10-10 11:21:29.198953|INFO |kop:13|221|1808027630::20|enabled
2022-10-10 11:21:29.225502|INFO |basesodata:4|CONTRACT:DISPLAY|1808027630|ProductOrderData CREATED
2022-10-10 11:21:29.226547|INFO |kop:14|210|1808027630::21|added
2022-10-10 11:21:29.226924|INFO |kop:13|208|1808027630::21|enabled
2022-10-10 11:21:29.275642|INFO |basesodata:7|2_EricssonInAIRType:GetAccountDetails:_./conf/POF_Mobinil_AIR.xml_POF_Mobinil_AIR_EXECUTE_MIGRATION_0|1808027630|WorkOrderData CREATED
2022-10-10 11:21:29.275985|INFO |basesodata:7|3_EricssonInAIRType:UpdateTemporaryBlocked:_./conf/POF_Mobinil_AIR.xml_POF_Mobinil_AIR_EXECUTE_MIGRATION_1|1808027630|WorkOrderData CREATED
2022-10-10 11:21:29.276312|INFO |basesodata:7|10_EricssonInAIRType:InstallSubscriber:_./conf/POF_Mobinil_AIR.xml_POF_Mobinil_AIR_EXECUTE_MIGRATION_2|1808027630|WorkOrderData CREATED
2022-10-10 11:21:29.276656|INFO |basesodata:7|4_EricssonInAIRType:UpdateServiceClass:_./conf/POF_Mobinil_AIR.xml_POF_Mobinil_AIR_EXECUTE_MIGRATION_3|1808027630|WorkOrderData CREATED
2022-10-10 11:21:29.276998|INFO |basesodata:7|5_EricssonInAIRType:UpdateSubscriberSegmentation:_./conf/POF_Mobinil_AIR.xml_POF_Mobinil_AIR_EXECUTE_MIGRATION_4|1808027630|WorkOrderData CREATED
2022-10-10 11:21:29.277331|INFO |basesodata:7|6_EricssonInAIRType:ResetOldDedicatedAccount:_./conf/POF_Mobinil_AIR.xml_POF_Mobinil_AIR_EXECUTE_MIGRATION_5|1808027630|WorkOrderData CREATED
2022-10-10 11:21:29.277669|INFO |basesodata:7|7_EricssonInAIRType:Refill:_./conf/POF_Mobinil_AIR.xml_POF_Mobinil_AIR_EXECUTE_MIGRATION_6|1808027630|WorkOrderData CREATED
2022-10-10 11:21:29.278054|INFO |basesodata:7|8_EricssonInAIRType:RemoveFaFList:_./conf/POF_Mobinil_AIR.xml_POF_Mobinil_AIR_EXECUTE_MIGRATION_7|1808027630|WorkOrderData CREATED
2022-10-10 11:21:29.278426|INFO |basesodata:7|9_EricssonInAIRType:UpdateAccountDetails:_./conf/POF_Mobinil_AIR.xml_POF_Mobinil_AIR_EXECUTE_MIGRATION_8|1808027630|WorkOrderData CREATED
2022-10-10 11:21:29.278791|INFO |basesodata:7|11_EricssonInAIRType:GetAccountDetails:_./conf/POF_Mobinil_AIR.xml_POF_Mobinil_AIR_EXECUTE_MIGRATION_9|1808027630|WorkOrderData CREATED
2022-10-10 11:21:29.279117|INFO |basesodata:7|12_EricssonInAIRType:UpdateServiceClass:_./conf/POF_Mobinil_AIR.xml_POF_Mobinil_AIR_EXECUTE_MIGRATION_10|1808027630|WorkOrderData CREATED
2022-10-10 11:21:29.279572|INFO |basesodata:7|13_EricssonInAIRType:UpdateSubscriberSegmentation:_./conf/POF_Mobinil_AIR.xml_POF_Mobinil_AIR_EXECUTE_MIGRATION_11|1808027630|WorkOrderData CREATED
2022-10-10 11:21:29.279939|INFO |basesodata:7|14_EricssonInAIRType:Refill:_./conf/POF_Mobinil_AIR.xml_POF_Mobinil_AIR_EXECUTE_MIGRATION_12|1808027630|WorkOrderData CREATED
2022-10-10 11:21:29.280296|INFO |basesodata:7|15_EricssonInAIRType:UpdateAccountDetails:_./conf/POF_Mobinil_AIR.xml_POF_Mobinil_AIR_EXECUTE_MIGRATION_13|1808027630|WorkOrderData CREATED
2022-10-10 11:21:29.280649|INFO |basesodata:7|1_EricssonInAIRType:DeleteSubscriber:_./conf/POF_Mobinil_AIR.xml_POF_Mobinil_AIR_EXECUTE_MIGRATION_14|1808027630|WorkOrderData CREATED
2022-10-10 11:21:29.281004|INFO |basesodata:7|0_EricssonInAIRType:NoOP:_./conf/POF_Mobinil_AIR.xml_POF_Mobinil_AIR_EXECUTE_MIGRATION_15|1808027630|WorkOrderData CREATED
2022-10-10 11:21:29.281382|INFO |basesodata:7|111_EricssonInAIRType:GetAccountDetails:_./conf/POF_Mobinil_AIR.xml_POF_Mobinil_AIR_EXECUTE_MIGRATION_16|1808027630|WorkOrderData CREATED
2022-10-10 11:21:29.281764|INFO |basesodata:7|10_EricssonInAIRType:DeleteSubscriber:_./conf/POF_Mobinil_AIR.xml_POF_Mobinil_AIR_EXECUTE_MIGRATION_17|1808027630|WorkOrderData CREATED
2022-10-10 11:21:29.282131|INFO |basesodata:7|101_EricssonInAIRType:InstallSubscriber:_./conf/POF_Mobinil_AIR.xml_POF_Mobinil_AIR_EXECUTE_MIGRATION_18|1808027630|WorkOrderData CREATED
2022-10-10 11:21:29.283306|INFO |basesodata:7|1_USSDType:ContractModification:_./conf/POF_USSD_MODIFY.xml_POF_USSD_MODIFY_USSD_MODIFY_0|1808027630|WorkOrderData CREATED
2022-10-10 11:21:29.283701|INFO |basesodata:7|2_USSDType:ContractActivation:_./conf/POF_USSD_MODIFY.xml_POF_USSD_MODIFY_USSD_MODIFY_1|1808027630|WorkOrderData CREATED
2022-10-10 11:21:29.284429|INFO |basesodata:7|2_EricssonBCSType:DtclsSet:_./conf/POF_BCS_DTCLS_SET.xml_POF_BCS_DTCLS_SET_BCS_DTCLS_SET_0|1808027630|WorkOrderData CREATED
2022-10-10 11:21:29.285046|INFO |basesodata:7|1_EricssonBCSType:DtclsSet:_./conf/POF_BCS_TestPost_DTCLS_SET.xml_POF_BCS_TestPost_DTCLS_SET_BCS_TestPost_DTCLS_SET_0|1808027630|WorkOrderData CREATED
2022-10-10 11:21:29.285742|INFO |basesodata:7|2_EricssonBCSType:DtclsSet:_./conf/POF_BCS_DTCLS_SET.xml_POF_BCS_DTCLS_SET_BCS_DTCLS_SET_0|1808027630|WorkOrderData CREATED
2022-10-10 11:21:29.286391|INFO |basesodata:7|1_OpenetType:updateSubscriber:_./conf/POF_OPENET_SUBSCRIBER_UPDATE.xml_POF_OPENET_SUBSCRIBER_UPDATE_OPENET_SUBSCRIBER_UPDATE_0|1808027630|WorkOrderData CREATED
2022-10-10 11:21:29.287138|INFO |basesodata:7|2_OpenetType:updateSubscriber:_./conf/POF_OPENET_SUBSCRIBER_UPDATE.xml_POF_OPENET_SUBSCRIBER_UPDATE_OPENET_SUBSCRIBER_UPDATE_1|1808027630|WorkOrderData CREATED
2022-10-10 11:21:29.287895|INFO |basesodata:7|1_EricssonBCSType:Alarm_Add:_./conf/POF_BCS_ALARM_ADD.xml_POF_BCS_ALARM_ADD_BCS_ALARM_ADD_0|1808027630|WorkOrderData CREATED
2022-10-10 11:21:29.288535|INFO |basesodata:7|1_NullType:NullWoName:_./conf/POF_BCS_ALARM_ON_Rollback.xml_POF_BCS_ALARM_ON_Rollback_BCS_ALARM_ON_Rollback_0|1808027630|WorkOrderData CREATED
